customer_id,date,data_usage_gb,is_churn_risk_truth
CUST_0001,2026-01-04,31.11,False
CUST_0001,2026-01-05,30.82,False
CUST_0001,2026-01-06,30.53,False
CUST_0001,2026-01-07,30.67,False
CUST_0001,2026-01-08,30.62,False
CUST_0001,2026-01-09,30.53,False
CUST_0001,2026-01-10,33.38,False
CUST_0001,2026-01-11,29.36,False
CUST_0001,2026-01-12,30.01,False
CUST_0001,2026-01-13,28.31,False
CUST_0001,2026-01-14,34.3,False
CUST_0001,2026-01-15,29.88,False
CUST_0001,2026-01-16,32.8,False
CUST_0001,2026-01-17,32.42,False
CUST_0001,2026-01-18,34.11,False
CUST_0001,2026-01-19,31.05,False
CUST_0001,2026-01-20,29.58,False
CUST_0001,2026-01-21,28.36,False
CUST_0001,2026-01-22,25.9,False
CUST_0001,2026-01-23,31.8,False
CUST_0001,2026-01-24,33.02,False
CUST_0001,2026-01-25,32.42,False
CUST_0001,2026-01-26,28.41,False
CUST_0001,2026-01-27,33.55,False
CUST_0001,2026-01-28,30.08,False
CUST_0001,2026-01-29,29.66,False
CUST_0001,2026-01-30,30.03,False
CUST_0001,2026-01-31,31.63,False
CUST_0001,2026-02-01,28.5,False
CUST_0001,2026-02-02,31.4,False
CUST_0001,2026-02-03,32.33,False
CUST_0001,2026-02-04,33.69,False
CUST_0001,2026-02-05,31.83,False
CUST_0002,2025-11-08,27.92,False
CUST_0002,2025-11-09,27.26,False
CUST_0002,2025-11-10,27.34,False
CUST_0002,2025-11-11,25.85,False
CUST_0002,2025-11-12,31.78,False
CUST_0002,2025-11-13,28.42,False
CUST_0002,2025-11-14,28.18,False
CUST_0002,2025-11-15,24.83,False
CUST_0002,2025-11-16,26.21,False
CUST_0002,2025-11-17,32.01,False
CUST_0002,2025-11-18,29.68,False
CUST_0002,2025-11-19,31.41,False
CUST_0002,2025-11-20,31.16,False
CUST_0002,2025-11-21,27.08,False
CUST_0002,2025-11-22,33.94,False
CUST_0002,2025-11-23,32.98,False
CUST_0002,2025-11-24,27.95,False
CUST_0002,2025-11-25,21.94,False
CUST_0002,2025-11-26,28.37,False
CUST_0002,2025-11-27,29.55,False
CUST_0002,2025-11-28,27.94,False
CUST_0002,2025-11-29,28.64,False
CUST_0002,2025-11-30,27.42,False
CUST_0002,2025-12-01,30.92,False
CUST_0002,2025-12-02,29.21,False
CUST_0002,2025-12-03,30.98,False
CUST_0002,2025-12-04,31.52,False
CUST_0002,2025-12-05,24.73,False
CUST_0002,2025-12-06,27.54,False
CUST_0002,2025-12-07,27.83,False
CUST_0002,2025-12-08,34.22,False
CUST_0002,2025-12-09,29.38,False
CUST_0002,2025-12-10,30.7,False
CUST_0002,2025-12-11,25.32,False
CUST_0002,2025-12-12,29.36,False
CUST_0002,2025-12-13,31.03,False
CUST_0002,2025-12-14,30.8,False
CUST_0002,2025-12-15,30.32,False
CUST_0002,2025-12-16,29.1,False
CUST_0002,2025-12-17,29.2,False
CUST_0002,2025-12-18,25.69,False
CUST_0002,2025-12-19,27.28,False
CUST_0002,2025-12-20,29.54,False
CUST_0002,2025-12-21,27.65,False
CUST_0002,2025-12-22,30.46,False
CUST_0002,2025-12-23,30.01,False
CUST_0002,2025-12-24,31.81,False
CUST_0002,2025-12-25,30.99,False
CUST_0002,2025-12-26,29.53,False
CUST_0002,2025-12-27,30.57,False
CUST_0002,2025-12-28,31.09,False
CUST_0002,2025-12-29,28.06,False
CUST_0002,2025-12-30,28.42,False
CUST_0002,2025-12-31,28.88,False
CUST_0002,2026-01-01,28.13,False
CUST_0002,2026-01-02,31.11,False
CUST_0002,2026-01-03,27.82,False
CUST_0002,2026-01-04,31.58,False
CUST_0002,2026-01-05,28.34,False
CUST_0002,2026-01-06,30.02,False
CUST_0002,2026-01-07,29.41,False
CUST_0002,2026-01-08,27.13,False
CUST_0002,2026-01-09,29.04,False
CUST_0002,2026-01-10,29.75,False
CUST_0002,2026-01-11,28.95,False
CUST_0002,2026-01-12,26.39,False
CUST_0002,2026-01-13,32.48,False
CUST_0002,2026-01-14,29.25,False
CUST_0002,2026-01-15,27.49,False
CUST_0002,2026-01-16,32.32,False
CUST_0002,2026-01-17,30.31,False
CUST_0002,2026-01-18,26.68,False
CUST_0002,2026-01-19,26.99,False
CUST_0002,2026-01-20,28.63,False
CUST_0002,2026-01-21,29.67,False
CUST_0002,2026-01-22,30.32,False
CUST_0002,2026-01-23,30.98,False
CUST_0002,2026-01-24,30.16,False
CUST_0002,2026-01-25,31.77,False
CUST_0002,2026-01-26,29.33,False
CUST_0002,2026-01-27,27.56,False
CUST_0002,2026-01-28,29.07,False
CUST_0002,2026-01-29,28.94,False
CUST_0002,2026-01-30,23.92,False
CUST_0002,2026-01-31,27.96,False
CUST_0002,2026-02-01,29.71,False
CUST_0002,2026-02-02,28.23,False
CUST_0002,2026-02-03,27.79,False
CUST_0002,2026-02-04,30.9,False
CUST_0002,2026-02-05,27.25,False
CUST_0003,2025-11-08,16.09,False
CUST_0003,2025-11-09,20.88,False
CUST_0003,2025-11-10,18.66,False
CUST_0003,2025-11-11,16.8,False
CUST_0003,2025-11-12,19.09,False
CUST_0003,2025-11-13,15.29,False
CUST_0003,2025-11-14,12.57,False
CUST_0003,2025-11-15,14.3,False
CUST_0003,2025-11-16,16.58,False
CUST_0003,2025-11-17,15.84,False
CUST_0003,2025-11-18,17.93,False
CUST_0003,2025-11-19,16.03,False
CUST_0003,2025-11-20,17.78,False
CUST_0003,2025-11-21,19.28,False
CUST_0003,2025-11-22,16.03,False
CUST_0003,2025-11-23,17.39,False
CUST_0003,2025-11-24,12.77,False
CUST_0003,2025-11-25,16.04,False
CUST_0003,2025-11-26,13.82,False
CUST_0003,2025-11-27,16.57,False
CUST_0003,2025-11-28,16.75,False
CUST_0003,2025-11-29,16.75,False
CUST_0003,2025-11-30,15.32,False
CUST_0003,2025-12-01,20.88,False
CUST_0003,2025-12-02,13.75,False
CUST_0003,2025-12-03,13.62,False
CUST_0003,2025-12-04,19.59,False
CUST_0003,2025-12-05,14.87,False
CUST_0003,2025-12-06,14.39,False
CUST_0003,2025-12-07,20.89,False
CUST_0003,2025-12-08,18.25,False
CUST_0003,2025-12-09,15.09,False
CUST_0003,2025-12-10,16.72,False
CUST_0003,2025-12-11,20.17,False
CUST_0003,2025-12-12,17.67,False
CUST_0003,2025-12-13,18.86,False
CUST_0003,2025-12-14,17.89,False
CUST_0003,2025-12-15,18.14,False
CUST_0003,2025-12-16,16.36,False
CUST_0003,2025-12-17,16.31,False
CUST_0003,2025-12-18,16.82,False
CUST_0003,2025-12-19,17.75,False
CUST_0003,2025-12-20,15.72,False
CUST_0003,2025-12-21,16.53,False
CUST_0003,2025-12-22,15.66,False
CUST_0003,2025-12-23,16.51,False
CUST_0003,2025-12-24,13.78,False
CUST_0003,2025-12-25,21.49,False
CUST_0003,2025-12-26,14.82,False
CUST_0003,2025-12-27,15.56,False
CUST_0003,2025-12-28,14.64,False
CUST_0003,2025-12-29,17.51,False
CUST_0003,2025-12-30,15.89,False
CUST_0003,2025-12-31,14.36,False
CUST_0003,2026-01-01,17.6,False
CUST_0003,2026-01-02,17.87,False
CUST_0003,2026-01-03,16.15,False
CUST_0003,2026-01-04,14.96,False
CUST_0003,2026-01-05,20.67,False
CUST_0003,2026-01-06,16.96,False
CUST_0003,2026-01-07,13.73,False
CUST_0003,2026-01-08,19.11,False
CUST_0003,2026-01-09,14.57,False
CUST_0003,2026-01-10,21.77,False
CUST_0003,2026-01-11,16.44,False
CUST_0003,2026-01-12,18.31,False
CUST_0003,2026-01-13,12.12,False
CUST_0003,2026-01-14,13.71,False
CUST_0003,2026-01-15,18.95,False
CUST_0003,2026-01-16,16.92,False
CUST_0003,2026-01-17,20.37,False
CUST_0003,2026-01-18,17.25,False
CUST_0003,2026-01-19,16.57,False
CUST_0003,2026-01-20,19.71,False
CUST_0003,2026-01-21,18.3,False
CUST_0003,2026-01-22,15.89,False
CUST_0003,2026-01-23,14.09,False
CUST_0003,2026-01-24,11.54,False
CUST_0003,2026-01-25,15.41,False
CUST_0003,2026-01-26,13.91,False
CUST_0003,2026-01-27,21.48,False
CUST_0003,2026-01-28,14.98,False
CUST_0003,2026-01-29,14.93,False
CUST_0003,2026-01-30,13.24,False
CUST_0003,2026-01-31,15.75,False
CUST_0003,2026-02-01,14.95,False
CUST_0003,2026-02-02,19.76,False
CUST_0003,2026-02-03,16.62,False
CUST_0003,2026-02-04,16.27,False
CUST_0003,2026-02-05,16.01,False
CUST_0004,2025-11-08,19.27,False
CUST_0004,2025-11-09,19.85,False
CUST_0004,2025-11-10,15.18,False
CUST_0004,2025-11-11,19.64,False
CUST_0004,2025-11-12,17.87,False
CUST_0004,2025-11-13,16.6,False
CUST_0004,2025-11-14,17.07,False
CUST_0004,2025-11-15,19.97,False
CUST_0004,2025-11-16,18.91,False
CUST_0004,2025-11-17,18.47,False
CUST_0004,2025-11-18,18.85,False
CUST_0004,2025-11-19,20.22,False
CUST_0004,2025-11-20,18.17,False
CUST_0004,2025-11-21,18.47,False
CUST_0004,2025-11-22,20.64,False
CUST_0004,2025-11-23,17.7,False
CUST_0004,2025-11-24,19.6,False
CUST_0004,2025-11-25,17.36,False
CUST_0004,2025-11-26,17.53,False
CUST_0004,2025-11-27,18.16,False
CUST_0004,2025-11-28,19.4,False
CUST_0004,2025-11-29,20.75,False
CUST_0004,2025-11-30,18.56,False
CUST_0004,2025-12-01,15.37,False
CUST_0004,2025-12-02,19.63,False
CUST_0004,2025-12-03,23.27,False
CUST_0004,2025-12-04,18.58,False
CUST_0004,2025-12-05,14.95,False
CUST_0004,2025-12-06,18.7,False
CUST_0004,2025-12-07,18.36,False
CUST_0004,2025-12-08,18.19,False
CUST_0004,2025-12-09,20.26,False
CUST_0004,2025-12-10,21.12,False
CUST_0004,2025-12-11,19.73,False
CUST_0004,2025-12-12,18.1,False
CUST_0004,2025-12-13,20.62,False
CUST_0004,2025-12-14,15.38,False
CUST_0004,2025-12-15,16.93,False
CUST_0004,2025-12-16,17.16,False
CUST_0004,2025-12-17,18.3,False
CUST_0004,2025-12-18,19.38,False
CUST_0004,2025-12-19,17.96,False
CUST_0004,2025-12-20,16.55,False
CUST_0004,2025-12-21,20.31,False
CUST_0004,2025-12-22,17.89,False
CUST_0004,2025-12-23,18.57,False
CUST_0004,2025-12-24,19.47,False
CUST_0004,2025-12-25,18.44,False
CUST_0004,2025-12-26,18.45,False
CUST_0004,2025-12-27,20.43,False
CUST_0004,2025-12-28,18.67,False
CUST_0004,2025-12-29,20.09,False
CUST_0004,2025-12-30,19.45,False
CUST_0004,2025-12-31,22.4,False
CUST_0004,2026-01-01,19.18,False
CUST_0004,2026-01-02,19.64,False
CUST_0004,2026-01-03,20.57,False
CUST_0004,2026-01-04,18.49,False
CUST_0004,2026-01-05,17.09,False
CUST_0004,2026-01-06,17.42,False
CUST_0004,2026-01-07,17.44,False
CUST_0004,2026-01-08,16.46,False
CUST_0004,2026-01-09,19.0,False
CUST_0004,2026-01-10,17.11,False
CUST_0004,2026-01-11,18.75,False
CUST_0004,2026-01-12,18.05,False
CUST_0004,2026-01-13,18.28,False
CUST_0004,2026-01-14,19.48,False
CUST_0004,2026-01-15,17.28,False
CUST_0004,2026-01-16,19.64,False
CUST_0004,2026-01-17,21.5,False
CUST_0004,2026-01-18,19.05,False
CUST_0004,2026-01-19,16.8,False
CUST_0004,2026-01-20,17.14,False
CUST_0004,2026-01-21,17.87,False
CUST_0004,2026-01-22,17.18,False
CUST_0004,2026-01-23,16.38,False
CUST_0004,2026-01-24,18.67,False
CUST_0004,2026-01-25,17.92,False
CUST_0004,2026-01-26,18.74,False
CUST_0004,2026-01-27,20.74,False
CUST_0004,2026-01-28,17.89,False
CUST_0004,2026-01-29,15.99,False
CUST_0004,2026-01-30,17.57,False
CUST_0004,2026-01-31,19.91,False
CUST_0004,2026-02-01,19.72,False
CUST_0004,2026-02-02,19.4,False
CUST_0004,2026-02-03,17.12,False
CUST_0004,2026-02-04,19.87,False
CUST_0004,2026-02-05,20.32,False
CUST_0005,2025-11-08,25.14,False
CUST_0005,2025-11-09,30.13,False
CUST_0005,2025-11-10,28.52,False
CUST_0005,2025-11-11,29.76,False
CUST_0005,2025-11-12,25.05,False
CUST_0005,2025-11-13,25.97,False
CUST_0005,2025-11-14,25.41,False
CUST_0005,2025-11-15,28.56,False
CUST_0005,2025-11-16,25.18,False
CUST_0005,2025-11-17,27.77,False
CUST_0005,2025-11-18,27.67,False
CUST_0005,2025-11-19,26.21,False
CUST_0005,2025-11-20,28.91,False
CUST_0005,2025-11-21,26.53,False
CUST_0005,2025-11-22,27.98,False
CUST_0005,2025-11-23,25.32,False
CUST_0005,2025-11-24,24.86,False
CUST_0005,2025-11-25,27.77,False
CUST_0005,2025-11-26,27.17,False
CUST_0005,2025-11-27,26.8,False
CUST_0005,2025-11-28,25.62,False
CUST_0005,2025-11-29,29.41,False
CUST_0005,2025-11-30,24.08,False
CUST_0005,2025-12-01,23.97,False
CUST_0005,2025-12-02,28.2,False
CUST_0005,2025-12-03,28.03,False
CUST_0005,2025-12-04,27.02,False
CUST_0005,2025-12-05,25.73,False
CUST_0005,2025-12-06,27.32,False
CUST_0005,2025-12-07,29.75,False
CUST_0005,2025-12-08,31.34,False
CUST_0005,2025-12-09,23.0,False
CUST_0005,2025-12-10,25.47,False
CUST_0005,2025-12-11,25.35,False
CUST_0005,2025-12-12,29.56,False
CUST_0005,2025-12-13,21.35,False
CUST_0005,2025-12-14,27.34,False
CUST_0005,2025-12-15,25.8,False
CUST_0005,2025-12-16,29.59,False
CUST_0005,2025-12-17,29.31,False
CUST_0005,2025-12-18,27.04,False
CUST_0005,2025-12-19,23.15,False
CUST_0005,2025-12-20,25.16,False
CUST_0005,2025-12-21,25.38,False
CUST_0005,2025-12-22,23.66,False
CUST_0005,2025-12-23,28.62,False
CUST_0005,2025-12-24,23.4,False
CUST_0005,2025-12-25,30.24,False
CUST_0005,2025-12-26,30.24,False
CUST_0005,2025-12-27,25.54,False
CUST_0005,2025-12-28,26.97,False
CUST_0005,2025-12-29,26.17,False
CUST_0005,2025-12-30,28.11,False
CUST_0005,2025-12-31,28.86,False
CUST_0005,2026-01-01,26.83,False
CUST_0005,2026-01-02,27.25,False
CUST_0005,2026-01-03,25.07,False
CUST_0005,2026-01-04,27.18,False
CUST_0005,2026-01-05,26.64,False
CUST_0005,2026-01-06,24.49,False
CUST_0005,2026-01-07,26.28,False
CUST_0005,2026-01-08,25.54,False
CUST_0005,2026-01-09,25.09,False
CUST_0005,2026-01-10,24.02,False
CUST_0005,2026-01-11,26.44,False
CUST_0005,2026-01-12,24.75,False
CUST_0005,2026-01-13,25.37,False
CUST_0005,2026-01-14,28.46,False
CUST_0005,2026-01-15,27.58,False
CUST_0005,2026-01-16,24.35,False
CUST_0005,2026-01-17,27.01,False
CUST_0005,2026-01-18,26.58,False
CUST_0005,2026-01-19,29.71,False
CUST_0005,2026-01-20,29.08,False
CUST_0005,2026-01-21,23.24,False
CUST_0005,2026-01-22,28.03,False
CUST_0005,2026-01-23,28.84,False
CUST_0005,2026-01-24,27.43,False
CUST_0005,2026-01-25,25.64,False
CUST_0005,2026-01-26,31.14,False
CUST_0005,2026-01-27,27.61,False
CUST_0005,2026-01-28,30.26,False
CUST_0005,2026-01-29,29.01,False
CUST_0005,2026-01-30,27.24,False
CUST_0005,2026-01-31,25.15,False
CUST_0005,2026-02-01,26.26,False
CUST_0005,2026-02-02,25.87,False
CUST_0005,2026-02-03,23.88,False
CUST_0005,2026-02-04,27.61,False
CUST_0005,2026-02-05,29.45,False
CUST_0006,2025-11-08,39.0,False
CUST_0006,2025-11-09,33.42,False
CUST_0006,2025-11-10,33.56,False
CUST_0006,2025-11-11,30.21,False
CUST_0006,2025-11-12,35.41,False
CUST_0006,2025-11-13,35.01,False
CUST_0006,2025-11-14,33.14,False
CUST_0006,2025-11-15,34.1,False
CUST_0006,2025-11-16,31.64,False
CUST_0006,2025-11-17,36.66,False
CUST_0006,2025-11-18,33.28,False
CUST_0006,2025-11-19,40.45,False
CUST_0006,2025-11-20,33.91,False
CUST_0006,2025-11-21,32.74,False
CUST_0006,2025-11-22,33.44,False
CUST_0006,2025-11-23,31.44,False
CUST_0006,2025-11-24,35.23,False
CUST_0006,2025-11-25,33.42,False
CUST_0006,2025-11-26,36.53,False
CUST_0006,2025-11-27,33.71,False
CUST_0006,2025-11-28,37.03,False
CUST_0006,2025-11-29,35.78,False
CUST_0006,2025-11-30,34.32,False
CUST_0006,2025-12-01,37.42,False
CUST_0006,2025-12-02,36.17,False
CUST_0006,2025-12-03,40.16,False
CUST_0006,2025-12-04,33.44,False
CUST_0006,2025-12-05,34.42,False
CUST_0006,2025-12-06,37.4,False
CUST_0006,2025-12-07,31.18,False
CUST_0006,2025-12-08,36.9,False
CUST_0006,2025-12-09,35.14,False
CUST_0006,2025-12-10,32.49,False
CUST_0006,2025-12-11,31.54,False
CUST_0006,2025-12-12,32.92,False
CUST_0006,2025-12-13,29.69,False
CUST_0006,2025-12-14,33.28,False
CUST_0006,2025-12-15,35.51,False
CUST_0006,2025-12-16,33.31,False
CUST_0006,2025-12-17,37.04,False
CUST_0006,2025-12-18,37.58,False
CUST_0006,2025-12-19,36.81,False
CUST_0006,2025-12-20,34.72,False
CUST_0006,2025-12-21,29.61,False
CUST_0006,2025-12-22,32.86,False
CUST_0006,2025-12-23,33.98,False
CUST_0006,2025-12-24,32.48,False
CUST_0006,2025-12-25,33.98,False
CUST_0006,2025-12-26,37.48,False
CUST_0006,2025-12-27,30.97,False
CUST_0006,2025-12-28,37.89,False
CUST_0006,2025-12-29,36.03,False
CUST_0006,2025-12-30,34.8,False
CUST_0006,2025-12-31,32.84,False
CUST_0006,2026-01-01,32.52,False
CUST_0006,2026-01-02,31.01,False
CUST_0006,2026-01-03,37.7,False
CUST_0006,2026-01-04,37.34,False
CUST_0006,2026-01-05,31.45,False
CUST_0006,2026-01-06,33.16,False
CUST_0006,2026-01-07,35.13,False
CUST_0006,2026-01-08,33.66,False
CUST_0006,2026-01-09,30.43,False
CUST_0006,2026-01-10,32.95,False
CUST_0006,2026-01-11,38.17,False
CUST_0006,2026-01-12,33.08,False
CUST_0006,2026-01-13,33.94,False
CUST_0006,2026-01-14,31.97,False
CUST_0006,2026-01-15,35.44,False
CUST_0006,2026-01-16,34.49,False
CUST_0006,2026-01-17,32.78,False
CUST_0006,2026-01-18,31.65,False
CUST_0006,2026-01-19,37.07,False
CUST_0006,2026-01-20,31.05,False
CUST_0006,2026-01-21,35.27,False
CUST_0006,2026-01-22,29.96,False
CUST_0006,2026-01-23,35.68,False
CUST_0006,2026-01-24,36.2,False
CUST_0006,2026-01-25,36.45,False
CUST_0006,2026-01-26,33.94,False
CUST_0006,2026-01-27,37.43,False
CUST_0006,2026-01-28,38.88,False
CUST_0006,2026-01-29,33.62,False
CUST_0006,2026-01-30,33.36,False
CUST_0006,2026-01-31,34.56,False
CUST_0006,2026-02-01,33.31,False
CUST_0006,2026-02-02,33.02,False
CUST_0006,2026-02-03,33.19,False
CUST_0006,2026-02-04,37.69,False
CUST_0006,2026-02-05,35.81,False
CUST_0007,2025-11-08,26.83,True
CUST_0007,2025-11-09,22.26,True
CUST_0007,2025-11-10,22.61,True
CUST_0007,2025-11-11,23.05,True
CUST_0007,2025-11-12,22.35,True
CUST_0007,2025-11-13,18.67,True
CUST_0007,2025-11-14,22.47,True
CUST_0007,2025-11-15,17.54,True
CUST_0007,2025-11-16,19.89,True
CUST_0007,2025-11-17,21.98,True
CUST_0007,2025-11-18,21.94,True
CUST_0007,2025-11-19,19.18,True
CUST_0007,2025-11-20,19.62,True
CUST_0007,2025-11-21,19.19,True
CUST_0007,2025-11-22,19.85,True
CUST_0007,2025-11-23,19.78,True
CUST_0007,2025-11-24,20.77,True
CUST_0007,2025-11-25,18.55,True
CUST_0007,2025-11-26,19.85,True
CUST_0007,2025-11-27,19.86,True
CUST_0007,2025-11-28,19.14,True
CUST_0007,2025-11-29,18.19,True
CUST_0007,2025-11-30,18.7,True
CUST_0007,2025-12-01,19.4,True
CUST_0007,2025-12-02,19.32,True
CUST_0007,2025-12-03,20.62,True
CUST_0007,2025-12-04,16.07,True
CUST_0007,2025-12-05,16.72,True
CUST_0007,2025-12-06,14.76,True
CUST_0007,2025-12-07,18.37,True
CUST_0007,2025-12-08,16.29,True
CUST_0007,2025-12-09,16.88,True
CUST_0007,2025-12-10,15.51,True
CUST_0007,2025-12-11,15.71,True
CUST_0007,2025-12-12,17.67,True
CUST_0007,2025-12-13,16.72,True
CUST_0007,2025-12-14,15.41,True
CUST_0007,2025-12-15,16.39,True
CUST_0007,2025-12-16,16.2,True
CUST_0007,2025-12-17,14.44,True
CUST_0007,2025-12-18,12.85,True
CUST_0007,2025-12-19,13.4,True
CUST_0007,2025-12-20,12.66,True
CUST_0007,2025-12-21,15.57,True
CUST_0007,2025-12-22,15.56,True
CUST_0007,2025-12-23,15.63,True
CUST_0007,2025-12-24,11.14,True
CUST_0007,2025-12-25,14.57,True
CUST_0007,2025-12-26,15.66,True
CUST_0007,2025-12-27,14.17,True
CUST_0007,2025-12-28,10.32,True
CUST_0007,2025-12-29,14.44,True
CUST_0007,2025-12-30,12.35,True
CUST_0007,2025-12-31,11.86,True
CUST_0007,2026-01-01,12.37,True
CUST_0007,2026-01-02,10.62,True
CUST_0007,2026-01-03,11.49,True
CUST_0007,2026-01-04,12.89,True
CUST_0007,2026-01-05,11.69,True
CUST_0007,2026-01-06,10.94,True
CUST_0007,2026-01-07,10.76,True
CUST_0007,2026-01-08,9.39,True
CUST_0007,2026-01-09,10.14,True
CUST_0007,2026-01-10,8.63,True
CUST_0007,2026-01-11,10.75,True
CUST_0007,2026-01-12,7.82,True
CUST_0007,2026-01-13,10.16,True
CUST_0007,2026-01-14,10.05,True
CUST_0007,2026-01-15,10.09,True
CUST_0007,2026-01-16,8.91,True
CUST_0007,2026-01-17,9.34,True
CUST_0007,2026-01-18,8.32,True
CUST_0007,2026-01-19,7.38,True
CUST_0007,2026-01-20,9.11,True
CUST_0007,2026-01-21,7.76,True
CUST_0007,2026-01-22,6.69,True
CUST_0007,2026-01-23,7.12,True
CUST_0007,2026-01-24,6.95,True
CUST_0007,2026-01-25,7.3,True
CUST_0007,2026-01-26,8.21,True
CUST_0007,2026-01-27,6.91,True
CUST_0007,2026-01-28,6.52,True
CUST_0007,2026-01-29,7.54,True
CUST_0007,2026-01-30,6.51,True
CUST_0007,2026-01-31,5.93,True
CUST_0007,2026-02-01,5.36,True
CUST_0007,2026-02-02,5.54,True
CUST_0007,2026-02-03,5.16,True
CUST_0007,2026-02-04,5.02,True
CUST_0007,2026-02-05,5.33,True
CUST_0008,2025-11-08,11.2,False
CUST_0008,2025-11-09,11.33,False
CUST_0008,2025-11-10,9.38,False
CUST_0008,2025-11-11,8.75,False
CUST_0008,2025-11-12,9.41,False
CUST_0008,2025-11-13,11.6,False
CUST_0008,2025-11-14,10.26,False
CUST_0008,2025-11-15,12.14,False
CUST_0008,2025-11-16,11.5,False
CUST_0008,2025-11-17,5.99,False
CUST_0008,2025-11-18,11.04,False
CUST_0008,2025-11-19,15.05,False
CUST_0008,2025-11-20,13.2,False
CUST_0008,2025-11-21,11.39,False
CUST_0008,2025-11-22,8.43,False
CUST_0008,2025-11-23,11.5,False
CUST_0008,2025-11-24,12.02,False
CUST_0008,2025-11-25,10.04,False
CUST_0008,2025-11-26,11.18,False
CUST_0008,2025-11-27,13.56,False
CUST_0008,2025-11-28,8.83,False
CUST_0008,2025-11-29,8.43,False
CUST_0008,2025-11-30,11.93,False
CUST_0008,2025-12-01,11.46,False
CUST_0008,2025-12-02,12.6,False
CUST_0008,2025-12-03,11.68,False
CUST_0008,2025-12-04,9.41,False
CUST_0008,2025-12-05,11.41,False
CUST_0008,2025-12-06,8.26,False
CUST_0008,2025-12-07,10.04,False
CUST_0008,2025-12-08,11.55,False
CUST_0008,2025-12-09,9.82,False
CUST_0008,2025-12-10,15.48,False
CUST_0008,2025-12-11,6.76,False
CUST_0008,2025-12-12,9.45,False
CUST_0008,2025-12-13,8.67,False
CUST_0008,2025-12-14,9.14,False
CUST_0008,2025-12-15,9.26,False
CUST_0008,2025-12-16,7.89,False
CUST_0008,2025-12-17,12.05,False
CUST_0008,2025-12-18,9.45,False
CUST_0008,2025-12-19,10.87,False
CUST_0008,2025-12-20,9.68,False
CUST_0008,2025-12-21,9.16,False
CUST_0008,2025-12-22,13.89,False
CUST_0008,2025-12-23,12.39,False
CUST_0008,2025-12-24,6.81,False
CUST_0008,2025-12-25,6.6,False
CUST_0008,2025-12-26,12.63,False
CUST_0008,2025-12-27,9.51,False
CUST_0008,2025-12-28,7.25,False
CUST_0008,2025-12-29,12.64,False
CUST_0008,2025-12-30,10.88,False
CUST_0008,2025-12-31,11.05,False
CUST_0008,2026-01-01,12.16,False
CUST_0008,2026-01-02,7.93,False
CUST_0008,2026-01-03,7.28,False
CUST_0008,2026-01-04,13.71,False
CUST_0008,2026-01-05,7.67,False
CUST_0008,2026-01-06,8.1,False
CUST_0008,2026-01-07,8.5,False
CUST_0008,2026-01-08,14.7,False
CUST_0008,2026-01-09,11.53,False
CUST_0008,2026-01-10,12.48,False
CUST_0008,2026-01-11,10.94,False
CUST_0008,2026-01-12,9.34,False
CUST_0008,2026-01-13,11.81,False
